,Country,Year,ECCN Code,Description,Rank,Ranking
2912,Saudi Arabia,2022,5A991,"Telecommunication equipment, not controlled by 5A001",4,NLR with ECCN
2913,Saudi Arabia,2022,7A994,"Other navigation direction finding equipment, airborne communication equipment",5,NLR with ECCN
2914,Saudi Arabia,2022,1A999,"Specific Processing Equipment, n.e.s.",6,NLR with ECCN
2915,Saudi Arabia,2022,4A994,"Computers, electronic assemblies and related equipment not controlled by 4A001",7,NLR with ECCN
2916,Saudi Arabia,2022,0A617,"Miscellaneous Equipment, Materials, and Related Commodities",8,NLR with ECCN
2917,Saudi Arabia,2022,1C992,"Commercial charges and devices containing energetic materials, n.e.s.",9,NLR with ECCN
2918,Saudi Arabia,2022,1A995,Protective and detection equipment not specially designed for military applications,10,NLR with ECCN
2919,Serbia,2022,0A501,Firearms (except 0A502 shotguns) and related commodities as follows,1,License
2920,Serbia,2022,0A504,Optical sighting devices for firearms (including shotguns controlled by),2,License
2921,Serbia,2022,1A613,Armored and protective equipment and related commodities,3,License
2922,Serbia,2022,1B608,"Test, inspection, and production equipment and related commodities",4,License
2923,Serbia,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",5,License
2924,Serbia,2022,6A003,"Cameras, Systems or Equipment, and Components Therefor, as Follows",6,License
2925,Serbia,2022,5A002,"Information security systems, equipment and components",7,License
2926,Serbia,2022,0A982,"Law enforcement restraint devices, including leg irons, shackles, and",8,License
2927,Serbia,2022,3A231,"Neutron generator systems, including tubes, having both of the characteristics",9,License
2928,Serbia,2022,9A012,"Non-military Unmanned Aerial Vehicles (UAVs), unmanned airships",10,License
2929,Serbia,2022,5A002,"Information security systems, equipment and components",1,Exceptions
2930,Serbia,2022,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or",2,Exceptions
2931,Serbia,2022,5D002,Software as follows (see List of Items Controlled).,3,Exceptions
2932,Serbia,2022,7A103,"Instrumentation, navigation equipment and systems, other than those controlled by",4,Exceptions
2933,Serbia,2022,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,5,Exceptions
2934,Serbia,2022,3A001,Electronic items as follows (see List of Items Controlled).,6,Exceptions
2935,Serbia,2022,6A001,"Acoustic systems, equipment and components",7,Exceptions
2936,Serbia,2022,7A994,"Other navigation direction finding equipment, airborne communication equipment",8,Exceptions
2937,Serbia,2022,0A501,Firearms (except 0A502 shotguns) and related commodities as follows,9,Exceptions
2938,Serbia,2022,1A004,"Protective and Detection Equipment and Components, Not Specially Designed",10,Exceptions
2939,Serbia,2022,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or",1,NLR with ECCN
2940,Serbia,2022,7A994,"Other navigation direction finding equipment, airborne communication equipment",2,NLR with ECCN
2941,Serbia,2022,3A999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items Controlled)",3,NLR with ECCN
2942,Serbia,2022,5A991,"Telecommunication equipment, not controlled by 5A001 (see List of Items Controlled)",4,NLR with ECCN
2943,Serbia,2022,5A992,Equipment not controlled by 5A002 (see List of Items Controlled),5,NLR with ECCN
2944,Serbia,2022,6A998,"Radar systems, equipment and major components, n.e.s., and specially designed parts",6,NLR with ECCN
2945,Serbia,2022,9A990,"Diesel engines, n.e.s., and tractors and specially designed parts",7,NLR with ECCN
2946,Serbia,2022,1C992,"Commercial charges and devices containing energetic materials, n.e.s.",8,NLR with ECCN
2947,Serbia,2022,4A994,"Computers, electronic assemblies and related equipment not controlled by",9,NLR with ECCN
2948,Serbia,2022,5D992,Information Security software not controlled by 5D002 as follows,10,NLR with ECCN
2949,Singapore,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,License
2950,Singapore,2022,2B350,"Chemical manufacturing facilities and equipment, except valves control",2,License
2951,Singapore,2022,6A005,"Acoustic systems, equipment and components, as follows (see List of Items Controlled)",3,License
2952,Singapore,2022,1C008,"Equipment Capable of Use in Handling Biological Materials, as Follows",4,License
2953,Singapore,2022,9A619,Military gas turbine engines and related commodities (see List of Items Controlled),5,License
2954,Singapore,2022,2B230,All types of pressure transducers capable of measuring absolute pressure,6,License
2955,Singapore,2022,3A233,"Mass spectrometers, capable of measuring ions of 230 atomic mass units",7,License
2956,Singapore,2022,3A611,"Military electronics, as follows (see List of Items Controlled)",8,License
2957,Singapore,2022,5A002,"Information security systems, equipment and components, as follows",9,License
2958,Singapore,2022,7A103,"Instrumentation, navigation equipment and systems, other than those controlled by 9A001 or 9A103",10,License
2959,Singapore,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,Exceptions
2960,Singapore,2022,3A001,Electronic items as follows (see List of Items Controlled).,2,Exceptions
2961,Singapore,2022,6A001,"Lasers, components and optical equipment, as follows (see List of Items Controlled)",3,Exceptions
2962,Singapore,2022,9A619,"Equipment for the manufacturing of semiconductor devices or materials,",4,Exceptions
2963,Singapore,2022,2B350,Military gas turbine engines and related commodities (see List of Items Controlled),5,Exceptions
2964,Singapore,2022,2B230,"Military Aircraft and Related Commodities, Other Than Those Enumerated",6,Exceptions
2965,Singapore,2022,3A233,"Instrumentation, navigation equipment and systems, other than those controlled by 9A001 or 9A103",7,Exceptions
2966,Singapore,2022,3A611,Non-fluorinated polymeric substances as follows (see List of Items Controlled),8,Exceptions
2967,Singapore,2022,2B352,Items subject to the EAR that are not elsewhere specified in this CCL,9,Exceptions
2968,Singapore,2022,7A103,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A103",10,Exceptions
2969,Singapore,2022,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A103",1,NLR with ECCN
2970,Singapore,2022,3B991,Equipment not controlled by 3B001 for the manufacture of electronic products,2,NLR with ECCN
2971,Singapore,2022,3A991,"Electronic devices, and components not controlled by 3A001",3,NLR with ECCN
2972,Singapore,2022,5A991,"Telecommunication equipment, not controlled by 5A001 (see List of Items Controlled)",4,NLR with ECCN
2973,Singapore,2022,5A992,Equipment not controlled by 5A002 (see List of Items Controlled),5,NLR with ECCN
2974,Singapore,2022,3B992,Equipment not controlled by 3B002 for the inspection or testing of electronic assemblies,6,NLR with ECCN
2975,Singapore,2022,3A999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items Controlled)",7,NLR with ECCN
2976,Singapore,2022,7A994,"Other navigation direction finding equipment, airborne communication equipment, and related equipment not controlled by 3A002",8,NLR with ECCN
2977,Singapore,2022,4A994,"Computers, electronic assemblies, and related equipment not controlled by 3A002",9,NLR with ECCN
2978,Singapore,2022,2B999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items Controlled)",10,NLR with ECCN
2979,Spain,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,License
2980,Spain,2022,3A611,"Military electronics, as follows",2,License
2981,Spain,2022,9A619,Military gas turbine engines and related commodities,3,License
2982,Spain,2022,0A505,Ammunition as follows,4,License
2983,Spain,2022,0A501,Firearms (except 0A502 shotguns) and related commodities as follows,5,License
2984,Spain,2022,9A515,"Spacecraft and related commodities, as follows",6,License
2985,Spain,2022,7A103,"Instrumentation, navigation equipment and systems, other than those co",7,License
2986,Spain,2022,0A503,Discharge type arms; non-lethal or less-lethal grenades and projectile,8,License
2987,Spain,2022,9B610,"Test, inspection, and production equipment and related commodities",9,License
2988,Spain,2022,0A606,"Ground vehicles and related commodities, as follows",10,License
2989,Spain,2022,5A002,"Information security systems, equipment and components, as follows",1,Exceptions
2990,Spain,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,Exceptions
2991,Spain,2022,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or",3,Exceptions
2992,Spain,2022,6A003,"Cameras, Systems or Equipment, and Components Therefor, as Follows",4,Exceptions
2993,Spain,2022,9A619,Military gas turbine engines and related commodities,5,Exceptions
2994,Spain,2022,9A515,"Spacecraft and related commodities, as follows",6,Exceptions
2995,Spain,2022,5D002,"Software, as follows",7,Exceptions
2996,Spain,2022,0A505,Ammunition as follows,8,Exceptions
2997,Spain,2022,3A611,"Military electronics, as follows",9,Exceptions
2998,Spain,2022,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,10,Exceptions
2999,Spain,2022,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or",1,NLR with ECCN
3000,Spain,2022,5A992,Equipment not controlled by 5A002,2,NLR with ECCN
3001,Spain,2022,5A991,"Telecommunication equipment, not controlled by 5A001",3,NLR with ECCN
3002,Spain,2022,7A994,"Other navigation direction finding equipment, airborne communication e",4,NLR with ECCN
3003,Spain,2022,4A994,"Computers, electronic assemblies and related equipment not controlle",5,NLR with ECCN
3004,Spain,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",6,NLR with ECCN
3005,Spain,2022,2B999,"Specific Processing Equipment, n.e.s., as Follows",7,NLR with ECCN
3006,Spain,2022,3A991,"Electronic devices, and components not controlled by 3A001",8,NLR with ECCN
3007,Spain,2022,9A515,"Spacecraft and related commodities, as follows",9,NLR with ECCN
3008,Spain,2022,3A992,General purpose electronic equipment not controlled by 3A002,10,NLR with ECCN
3009,Taiwan,2022,3B001,Equipment for the manufacturing of semiconductor devices or materials,1,License
3010,Taiwan,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,License
3011,Taiwan,2022,9A619,Military gas turbine engines and related commodities,3,License
3012,Taiwan,2022,2B350,"Chemical manufacturing facilities and equipment, except valves control",4,License
3013,Taiwan,2022,2B230,"All types of ""pressure transducers"" capable of measuring absolute pressure",5,License
3014,Taiwan,2022,7A003,Inertial Measurement Equipment or Systems,6,License
3015,Taiwan,2022,9B610,"Test, inspection, and production ""equipment""",7,License
3016,Taiwan,2022,1C210,Fibrous or filamentary materials,8,License
3017,Taiwan,2022,9A515,Spacecraft,9,License
3018,Taiwan,2022,3A233,Mass spectrometers,10,License
3019,Taiwan,2022,3B001,Equipment for the manufacturing of semiconductor devices or materials,1,Exceptions
3020,Taiwan,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,Exceptions
3021,Taiwan,2022,9A619,Military gas turbine engines and related commodities,3,Exceptions
3022,Taiwan,2022,2B350,"Chemical manufacturing facilities and equipment, except valves control",4,Exceptions
3023,Taiwan,2022,2B230,"All types of ""pressure transducers"" capable of measuring absolute pressure",5,Exceptions
3024,Taiwan,2022,7A003,Inertial Measurement Equipment or Systems,6,Exceptions
3025,Taiwan,2022,9B610,"Test, inspection, and production ""equipment""",7,Exceptions
3026,Taiwan,2022,1C210,Fibrous or filamentary materials,8,Exceptions
3027,Taiwan,2022,9A515,Spacecraft,9,Exceptions
3028,Taiwan,2022,3A233,Mass spectrometers,10,Exceptions
3029,Taiwan,2022,3B991,"Equipment not controlled by 3B001 for the manufacture of electronic ""printed circuit boards""",1,NLR with ECCN
3030,Taiwan,2022,5A991,"Telecommunication equipment, not controlled by 5A001",2,NLR with ECCN
3031,Taiwan,2022,3B992,Equipment not controlled by 3B002 for the inspection or testing of electronic assemblies,3,NLR with ECCN
3032,Taiwan,2022,9A991,"""Aircraft"", n.e.s., and gas turbine engines not controlled by 9A001 or 9A101",4,NLR with ECCN
3033,Taiwan,2022,5A992,Equipment not controlled by 5A002,5,NLR with ECCN
3034,Taiwan,2022,3A991,"Electronic devices, and ""components"" not controlled by 3A001",6,NLR with ECCN
3035,Taiwan,2022,3B090,Semiconductor manufacturing equipment,7,NLR with ECCN
3036,Taiwan,2022,2B999,Specific Processing Equipment,8,NLR with ECCN
3037,Taiwan,2022,4A994,Computers,9,NLR with ECCN
3038,Taiwan,2022,3A999,Specific Processing Equipment,10,NLR with ECCN
3039,Tuerkiye,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,License
3040,Tuerkiye,2022,6A003,"Cameras, Systems or Equipment, and ""Components"" Therefor, as Follows",2,License
3041,Tuerkiye,2022,3A611,"Military electronics, as follows (see List of Items Controlled)",3,License
3042,Tuerkiye,2022,7A003,"Inertial Measurement Equipment or Systems', Having any of the Following",4,License
3043,Tuerkiye,2022,9A604,"Commodities related to launch vehicles, missiles, and rockets (see List of Items Controlled)",5,License
3044,Tuerkiye,2022,9A619,Military gas turbine engines and related commodities (see List of Items Controlled),6,License
3045,Tuerkiye,2022,0A606,"Ground vehicles and related commodities, as follows (see List of Items Controlled)",7,License
3046,Tuerkiye,2022,0A501,Firearms (except 0A502 shotguns) and related commodities as follows,8,License
3047,Tuerkiye,2022,7A611,"Military fire control, laser, imaging, and guidance equipment, as follows (see List of Items Controlled)",9,License
3048,Tuerkiye,2022,7A103,"Instrumentation, navigation equipment and systems, other than those controlled by 7A004",10,License
